@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %05s "LHCB2"
@ PARTICLE         %06s "PROTON"
@ MASS             %le         0.938272013
@ CHARGE           %le                   1
@ ENERGY           %le                 450
@ PC               %le         449.9990218
@ GAMMA            %le         479.6050546
@ KBUNCH           %le                   1
@ BCURRENT         %le     0.0001891809752
@ SIGE             %le             0.00045
@ SIGT             %le                   0
@ NPART            %le            1.05e+11
@ EX               %le                   1
@ EY               %le                   1
@ ET               %le                   1
@ LENGTH           %le           1093.4994
@ ALFA             %le                   0
@ ORBIT5           %le                   0
@ GAMMATR          %le                   0
@ Q1               %le         3.203639794
@ Q2               %le         2.804364282
@ DQ1              %le                   0
@ DQ2              %le                   0
@ DXMAX            %le         2.316456272
@ DYMAX            %le                   0
@ XCOMAX           %le                   0
@ YCOMAX           %le                   0
@ BETXMAX          %le         272.4733697
@ BETYMAX          %le         391.1225761
@ XCORMS           %le                   0
@ YCORMS           %le                   0
@ DXRMS            %le        0.9993955442
@ DYRMS            %le                   0
@ DELTAP           %le                   0
@ SYNCH_1          %le                   0
@ SYNCH_2          %le                   0
@ SYNCH_3          %le                   0
@ SYNCH_4          %le                   0
@ SYNCH_5          %le                   0
@ TITLE            %88s "Matching simultaneously the orbit at IP8 for both rings of the LHC 6.4 lattice with MADX"
@ ORIGIN           %19s "MAD-X 4.00.19 Linux"
@ DATE             %08s "05/05/09"
@ TIME             %08s "11.18.52"
* NAME                                S               BETX               BETY               ALFX               ALFY                 DX                DPX                  X                 PX                  Y                 PY                MUX                MUY 
$ %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le 
 "S.DS.L8.B2"                         0         31.5464637         172.037659       0.5170099162       -2.348038343       -1.001087249      0.01298215389                  0                  0                  0                  0                  0                  0
 "DRIFT_61"                         0.5         31.0394969        174.3951622        0.496923683       -2.366968163      -0.9945961723      0.01298215389                  0                  0                  0                  0     0.002543173209    0.0004594219706
 "BPM.13L8.B2"                      0.5         31.0394969        174.3951622        0.496923683       -2.366968163      -0.9945961723      0.01298215389                  0                  0                  0                  0     0.002543173209    0.0004594219706
 "DRIFT_50"                       1.067        30.48890045        177.0914756       0.4741458945        -2.38843458       -0.987235291      0.01298215389                  0                  0                  0                  0     0.005476764211    0.0009729189568
 "MQT.13L8.B2"                    1.387        30.18219326        178.6672829       0.4842363442       -2.536362417      -0.9829610916      0.01373105107                  0                  0                  0                  0     0.007155623418     0.001259248795
 "DRIFT_150"                      1.685        29.89722058        180.1826494       0.4720478171       -2.548760177      -0.9788692383      0.01373105107                  0                  0                  0                  0      0.00873451647     0.001523585575
 "MQ.13L8.B2"                     4.785        29.75381166        181.0104947      -0.4245176096        2.289121588      -0.9765012047     -0.01219276492                  0                  0                  0                  0      0.02553711331     0.004218139777
 "DRIFT_143"                     4.9455        29.89110361        180.2765747      -0.4308840053        2.283588581      -0.9784581435     -0.01219276492                  0                  0                  0                  0      0.02639366778     0.004359547686
 "MS.13L8.B2"                    5.3145        30.21449698        178.5959803      -0.4455207656        2.270867834      -0.9829572737     -0.01219276492                  0                  0                  0                  0      0.02834791162     0.004686844151
 "DRIFT_47"                       5.398         30.2891755        178.2169857       -0.448832878        2.267989291      -0.9839753696     -0.01219276492                  0                  0                  0                  0       0.0287872061     0.004761333853
 "MCBV.13L8.B2"                   6.048        30.88941714        175.2831647      -0.4746157891        2.245581472      -0.9919006668     -0.01219276492                  0                  0                  0                  0      0.03216954871     0.005346649073
 "DRIFT_55"                       6.811        31.63677316        171.8764768      -0.5048809601        2.219278139       -1.001203746     -0.01219276492                  0                  0                  0                  0       0.0360545114     0.006046277978
 "MCDO.B13L8.B2"                  6.811        31.63677316        171.8764768      -0.5048809601        2.219278139       -1.001203746     -0.01219276492                  0                  0                  0                  0       0.0360545114     0.006046277978
 "DRIFT_404"                       7.15        31.98364091         170.375768      -0.5183277399        2.207591599       -1.005337094     -0.01219276492                  0                  0                  0                  0      0.03775067606     0.006361566369
 "MB.C13L8.B2"                    21.45        54.91795884        114.2881482       -1.085456812        1.714619573       -1.216144717     -0.01729075484                  0                  0                  0                  0       0.0931678772      0.02270016283
 "DRIFT_357"                     21.669        55.39529121        113.5387982       -1.094143031        1.707069862       -1.219931392     -0.01729075484                  0                  0                  0                  0      0.09379981127      0.02300614193
 "MCS.C13L8.B2"                  21.779         55.6364826          113.16366       -1.098505972        1.703277769       -1.221833375     -0.01729075484                  0                  0                  0                  0      0.09411516418      0.02316059169
 "DRIFT_405"                      22.81        57.94376224        109.6881453       -1.139398628         1.66773552       -1.239660143     -0.01729075484                  0                  0                  0                  0      0.09700530822      0.02463341842
 "MB.B13L8.B2"                    37.11        98.63912785        69.04040939       -1.706406461        1.174763494       -1.523365659     -0.02238825225                  0                  0                  0                  0       0.1272919182      0.05090576215
 "DRIFT_357"                     37.329        99.38843591        68.52751637       -1.715091547        1.167213783       -1.528268686     -0.02238825225                  0                  0                  0                  0        0.127643942      0.05141249704
 "MCS.B13L8.B2"                  37.439        99.76623591        68.27114647       -1.719453918         1.16342169       -1.530731394     -0.02238825225                  0                  0                  0                  0       0.1278197559      0.05166845103
 "DRIFT_49"                      38.131        102.1649509          66.677479       -1.746897202        1.139565981       -1.546224065     -0.02238825225                  0                  0                  0                  0       0.1289106607      0.05330084754
 "MCDO.A13L8.B2"                 38.131        102.1649509          66.677479       -1.746897202        1.139565981       -1.546224065     -0.02238825225                  0                  0                  0                  0       0.1289106607      0.05330084754
 "DRIFT_404"                      38.47        103.3539047          65.908815       -1.760341238        1.127879441       -1.553813682     -0.02238825225                  0                  0                  0                  0       0.1294357174      0.05411472755
 "MB.A13L8.B2"                    52.77        161.8056815        40.70096296       -2.327160158       0.6349074149       -1.910409009     -0.02748511197                  0                  0                  0                  0       0.1470710247      0.09863530688
 "DRIFT_357"                     52.989        162.8268793         40.4245269       -2.335843615       0.6273577034       -1.916428249     -0.02748511197                  0                  0                  0                  0       0.1472857605      0.09949460041
 "MCS.A13L8.B2"                  53.099        163.3412446        40.28692534       -2.340205169       0.6235656109       -1.919451611     -0.02748511197                  0                  0                  0                  0       0.1473931104      0.09992841966
 "DRIFT_108"                      53.95        167.3529888        39.25058246       -2.373947735       0.5942286043       -1.942841441     -0.02748511197                  0                  0                  0                  0       0.1482123048       0.1033346792
 "BPM.12L8.B2"                    53.95        167.3529888        39.25058246       -2.373947735       0.5942286043       -1.942841441     -0.02748511197                  0                  0                  0                  0       0.1482123048       0.1033346792
 "DRIFT_50"                      54.517        170.0577927        38.58781009       -2.396429562       0.5746820911         -1.9584255     -0.02748511197                  0                  0                  0                  0        0.148747225       0.1056535173
 "MQT.12L8.B2"                   54.837        171.6703683        38.20678382       -2.643603641       0.6158515146       -1.967649462     -0.03016675465                  0                  0                  0                  0       0.1490453209       0.1069798369
 "DRIFT_150"                     55.135        173.2500886        37.84294216       -2.657471001       0.6050936507       -1.976639155     -0.03016675465                  0                  0                  0                  0       0.1493203333       0.1082271577
 "MQ.12L8.B2"                    58.235        174.7117293        37.58775541        2.199608005      -0.5204222132       -1.984186701      0.02533241926                  0                  0                  0                  0       0.1521157426       0.1215132048
 "DRIFT_143"                    58.3955        174.0065159         37.7556819        2.194244637      -0.5258487065       -1.980120847      0.02533241926                  0                  0                  0                  0       0.1522622473       0.1221912866
 "MS.12L8.B2"                   58.7645        172.3917134        38.14836183        2.181913905      -0.5383245697       -1.970773185      0.02533241926                  0                  0                  0                  0       0.1526013302       0.1237387637
